Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
572,176,1,2021-01-29--2021-02-05,"Gravity (feat. Tyler, The Creator)","5,136,895","Brent Faiyaz, DJ Dahi",1726216,"['dmv rap', 'pop', 'r&b', 'rap']",2021-01-29,76,214693,C#/Db
573,55,4,2021-01-15--2021-01-22,Vibez,"5,071,718",ZAYN,16655692,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2021-01-08,69,163127,G
574,103,12,2021-01-15--2021-01-22,"All I Want - From ""High School Musical: The Musical: The Series""","5,052,801",Olivia Rodrigo,6313514,['pop'],2019-11-27,76,177323,C
575,45,20,2020-10-23--2020-10-30,Daisy,"5,030,670",Ashnikko,1248499,"['electropop', 'escape room', 'pop']",2020-07-09,76,146523,G#/Ab
576,83,4,2021-01-08--2021-01-15,Wasted On You,"4,948,563",Morgan Wallen,2147875,['contemporary country'],2021-01-08,76,178520,B
577,13,38,2020-07-31--2020-08-07,La Jeepeta - Remix,"4,942,545","Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2127531,"['latin', 'reggaeton', 'trap latino']",2020-04-24,75,345241,E
578,137,1,2021-01-22--2021-01-29,Los Dioses,"5,929,507","Anuel AA, Ozuna",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",2021-01-22,73,206587,F#/Gb
579,132,9,2021-01-01--2021-01-08,Si Me Tomo Una Cerveza,"5,427,534","Migrantes, Alico",114348,['cumbia pop'],2020-11-07,74,182199,C#/Db
580,90,4,2021-01-08--2021-01-15,Somebody’s Problem,"5,332,437",Morgan Wallen,2147875,['contemporary country'],2020-11-20,70,161773,F
581,66,2,2021-01-15--2021-01-22,De Una Vez,"5,186,567",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",2021-03-12,70,155956,B
582,121,7,2021-01-01--2021-01-08,Way Out (feat. Big Sean),"4,962,949",Jack Harlow,1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020-12-09,72,168906,B
583,42,17,2020-09-18--2020-09-25,Diamonds,"4,931,163",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2020-09-17,77,213869,A#/Bb
584,190,3,2021-01-01--2021-01-08,Dancing in My Room,"4,914,093",347aidan,211500,['sad rap'],2020-10-26,79,180139,G#/Ab
585,116,8,2020-11-13--2020-11-20,De Cora <3,"4,864,544","Rauw Alejandro, J Balvin",6096559,"['puerto rican pop', 'trap latino']",2020-11-13,73,190101,B
586,10,7,2020-12-11--2020-12-18,champagne problems,"4,848,954",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,75,244000,C
587,37,35,2020-09-11--2020-09-18,Go Crazy,"4,833,081","Chris Brown, Young Thug",14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",2020-05-08,80,176960,C
588,73,6,2020-12-11--2020-12-18,Reminds Me Of You,"5,942,551","Juice WRLD, The Kid LAROI",19102888,"['chicago rap', 'melodic rap']",2020-12-08,75,158033,E
589,177,1,2021-01-15--2021-01-22,Don't Play,"5,119,828","Anne-Marie, KSI, Digital Farm Animals",8153871,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",2021-01-15,73,188581,F#/Gb
590,108,4,2020-12-25--2021-01-01,MODO TURBO,"4,983,557","Luísa Sonza, Pabllo Vittar, Anitta",1251372,[],2021-08-11,1,150260,A#/Bb
591,191,1,2021-01-15--2021-01-22,Buss It,"4,915,403",Erica Banks,41551,['trap queen'],2020-06-19,72,187000,A
592,41,39,2020-06-26--2020-07-03,Kings & Queens,"4,855,690",Ava Max,3916979,"['dance pop', 'pop']",2020-09-18,82,162399,C#/Db
593,6,15,2020-10-02--2020-10-09,Lovesick Girls,"4,796,365",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",2020-10-02,75,194765,F#/Gb
594,17,31,2020-08-07--2020-08-14,Caramelo,"4,790,233",Ozuna,29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",2020-06-11,74,217547,F#/Gb
595,67,13,2020-11-13--2020-11-20,Deep End,"5,622,565",Fousheé,411262,"['brooklyn drill', 'nyc rap']",2020-06-05,72,115200,E
596,158,1,2021-01-08--2021-01-15,Sand In My Boots,"5,446,609",Morgan Wallen,2147875,['contemporary country'],2021-01-08,75,202133,D#/Eb
597,168,1,2021-01-08--2021-01-15,865,"5,160,123",Morgan Wallen,2147875,['contemporary country'],2021-01-08,70,190680,G#/Ab
598,53,5,2020-08-14--2020-08-21,7 Summers,"5,064,504",Morgan Wallen,2147875,['contemporary country'],2021-01-08,73,210507,C
599,21,7,2020-11-27--2020-12-04,HACIENDO QUE ME AMAS,"4,935,633",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-11-27,78,217769,A#/Bb
600,65,10,2020-11-06--2020-11-13,La Luz,"4,906,324","Sech, J Balvin",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2020-10-31,70,216747,A
601,17,25,2020-07-03--2020-07-10,The Woo (feat. 50 Cent & Roddy Ricch),"4,892,682",Pop Smoke,6852509,['brooklyn drill'],2020-07-03,79,201600,C#/Db
602,188,1,2021-01-08--2021-01-15,More Than My Hometown,"4,879,971",Morgan Wallen,2147875,['contemporary country'],2021-01-08,75,216573,F#/Gb
603,190,1,2021-01-08--2021-01-15,Warning,"4,860,714",Morgan Wallen,2147875,['contemporary country'],2021-01-08,68,156747,A#/Bb
604,117,10,2020-12-25--2021-01-01,Recairei - Ao Vivo,"4,815,342",Os Barões Da Pisadinha,4281787,"['forro', 'piseiro']",2020-04-17,69,166838,A#/Bb
605,5,19,2020-08-28--2020-09-04,Ice Cream (with Selena Gomez),"4,812,765",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",2020-10-02,71,177813,A
606,22,32,2020-05-08--2020-05-15,Be Kind (with Halsey),"4,790,427",Marshmello,31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",2020-05-01,80,172762,E
607,76,8,2020-11-06--2020-11-13,Fever,"4,769,618","Dua Lipa, Angèle",27167675,"['dance pop', 'pop', 'uk pop']",2020-10-29,73,156911,F#/Gb
608,141,2,2020-03-06--2020-03-13,Angst,"5,317,174",Apache 207,1674348,['german hip hop'],2021-01-01,67,201501,A
609,15,4,2020-12-11--2020-12-18,"no body, no crime (feat. HAIM)","4,986,214",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,68,215627,G
610,13,44,2020-04-10--2020-04-17,Sunday Best,"4,858,392",Surfaces,724903,"['bedroom soul', 'pop']",2019-01-06,80,158571,F
611,171,2,2021-01-01--2021-01-08,Amor ou o Litrão,"4,848,222","Petter Ferraz, Menor Nico",14122,[],2020-10-16,66,173913,A
612,66,46,2019-12-27--2020-01-03,Happier,"4,655,272","Marshmello, Bastille",31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",2018-08-17,82,214290,F
613,138,13,2019-12-27--2020-01-03,Don't Stop Me Now - Remastered 2011,"4,630,572",Queen,35910149,"['classic rock', 'glam rock', 'rock']",1978-11-10,74,209413,F
614,61,39,2020-03-20--2020-03-27,Azul,"4,606,011",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,77,205933,B
615,183,2,2020-12-25--2021-01-01,Basta Você Me Ligar - Ao Vivo,"4,580,123","Os Barões Da Pisadinha, Xand Avião",4281787,"['forro', 'piseiro']",2020-05-29,68,182977,F
616,49,4,2020-12-11--2020-12-18,Tequila Shots,"4,540,781",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,74,193293,F
617,27,45,2020-02-07--2020-02-14,Lose Control,"4,516,053","MEDUZA, Becky Hill, Goodboys",441714,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",2019-10-11,82,168387,A#/Bb
618,68,8,2020-10-30--2020-11-06,I CAN'T STOP ME,"4,504,304",TWICE,9998991,"['k-pop', 'k-pop girl group']",2020-10-26,76,205493,A#/Bb
619,158,5,2020-10-30--2020-11-06,E-GIRLS ARE RUINING MY LIFE!,"4,488,125","CORPSE, Savage Ga$p",1777797,"['dream smp', 'viral rap']",2020-09-25,77,105176,C#/Db
620,1,10,2020-12-18--2020-12-25,All I Want for Christmas Is You,"23,235,257",Mariah Carey,6931357,"['dance pop', 'pop', 'r&b', 'urban contemporary']",1994-11-01,65,241107,G
621,2,8,2020-12-18--2020-12-25,Last Christmas,"20,709,328",Wham!,1631876,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",1984-11-29,63,262960,D
622,3,7,2020-12-18--2020-12-25,Santa Tell Me,"16,657,592",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",2014-11-24,61,204093,G
623,5,7,2020-12-18--2020-12-25,Rockin' Around The Christmas Tree,"16,613,649",Brenda Lee,222627,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",1964-10-19,58,126267,G#/Ab
624,7,7,2020-12-18--2020-12-25,Jingle Bell Rock,"16,527,404",Bobby Helms,20637,[],1957-12-02,56,130973,D
625,6,7,2020-12-18--2020-12-25,It's Beginning to Look a Lot like Christmas,"15,424,001",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2012-11-09,55,206640,E
626,8,7,2020-12-18--2020-12-25,It's the Most Wonderful Time of the Year,"14,582,001",Andy Williams,369548,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",1963-11-24,55,151933,G
627,9,7,2020-12-18--2020-12-25,Underneath the Tree,"12,266,990",Kelly Clarkson,7869617,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",2013-10-29,49,229640,G#/Ab
628,14,6,2020-12-18--2020-12-25,Feliz Navidad,"11,664,490",José Feliciano,239129,"['latin pop', 'puerto rican pop']",2002-09-24,49,182067,D
629,11,6,2020-12-18--2020-12-25,Let It Snow! Let It Snow! Let It Snow!,"10,884,855",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1959-01-01,54,117147,C#/Db
630,19,6,2020-12-18--2020-12-25,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"10,787,165",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",1994-11-08,53,155453,D
631,15,6,2020-12-18--2020-12-25,Mistletoe,"10,609,206",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2011-01-01,59,182947,F#/Gb
632,16,6,2020-12-18--2020-12-25,Sleigh Ride,"10,508,459",The Ronettes,1251372,[],1963,50,181267,D
633,17,6,2020-12-18--2020-12-25,Do They Know It's Christmas? - 1984 Version,"10,476,212",Band Aid,4883,['musical advocacy'],2004-01-01,51,222533,C
634,23,4,2020-12-18--2020-12-25,Wonderful Christmastime - Edited Version / Remastered 2011,"9,882,989",Paul McCartney,3609658,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1980-05-16,51,227653,B
635,21,6,2020-12-18--2020-12-25,Holly Jolly Christmas,"9,852,792",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2012-11-09,48,119787,G
636,24,5,2020-12-18--2020-12-25,Happy Xmas (War Is Over) - Remastered 2010,"9,509,781","John Lennon, Yoko Ono",4313100,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",2010-10-05,53,214333,D
637,22,6,2020-12-18--2020-12-25,Driving Home for Christmas - 2019 Remaster,"8,804,531",Chris Rea, , , , , , 
638,32,5,2020-12-18--2020-12-25,The Christmas Song (Merry Christmas To You),"8,478,518",Nat King Cole,1634288,"['adult standards', 'lounge', 'soul', 'vocal jazz']",1962,53,192160,C#/Db
639,39,5,2020-12-18--2020-12-25,White Christmas,"7,045,348","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",359973,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",1942-01-01,51,177480,A
640,114,1,2020-12-25--2021-01-01,Slay3r,"6,912,271",Playboi Carti,4958353,"['atl hip hop', 'plugg', 'rap', 'trap']",2020-12-25,63,164591,E
641,42,5,2020-12-18--2020-12-25,A Holly Jolly Christmas - Single Version,"6,716,353",Burl Ives,58479,"['adult standards', 'american folk revival']",1965-01-01,49,135533,C
642,47,5,2020-12-18--2020-12-25,Fairytale of New York (feat. Kirsty MacColl),"6,404,964",The Pogues,382997,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",1988-09-05,55,272467,D
643,38,5,2020-12-18--2020-12-25,Merry Christmas Everyone,"6,052,105",Shakin' Stevens,99249,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",1991-11-25,47,220160,A
644,62,4,2020-12-18--2020-12-25,Blue Christmas,"6,007,011",Elvis Presley,5698788,"['rock-and-roll', 'rockabilly']",1957-10-15,49,129173,E
645,65,4,2020-12-18--2020-12-25,Run Rudolph Run - Single Version,"5,802,508",Chuck Berry,1251372,[],2021-08-06,0,162897,A#/Bb
646,59,4,2020-12-18--2020-12-25,Santa Claus Is Coming To Town,"5,801,639",The Jackson 5,1251372,[],2021-08-06,0,144080,C
647,52,5,2020-12-18--2020-12-25,Santa Baby,"5,687,085",Kylie Minogue,1324920,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",2010-11-30,42,202547,C#/Db
648,60,5,2020-12-18--2020-12-25,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"5,422,082","Perry Como, The Fontane Sisters",336373,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",1999-08-20,49,155933,G
649,69,6,2020-12-18--2020-12-25,Christmas (Baby Please Come Home),"5,394,054",Darlene Love,1251372,[],1963,45,166453,G#/Ab
650,66,4,2020-12-18--2020-12-25,Step Into Christmas,"5,353,591",Elton John,7504724,"['glam rock', 'mellow gold', 'piano rock']",1973-10-05,43,272394,D
651,54,3,2020-12-11--2020-12-18,Show Out (with Skepta & Pop Smoke),"5,209,372",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2020-12-11,76,174960,C#/Db
652,166,11,2020-10-23--2020-10-30,Investe Em Mim,"5,191,001",Jonas Esticado,1293055,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2019-12-13,72,186533,A
653,197,1,2020-12-25--2021-01-01,Lance Individual,"5,152,906",Jorge & Mateus,15019109,"['sertanejo', 'sertanejo universitario']",2020-11-13,72,164459,F
654,71,3,2020-12-18--2020-12-25,Jingle Bell Rock - Daryl's Version,"10,522,305",Daryl Hall & John Oates,1549216,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1983-11-01,43,126360,D
655,73,1,2020-12-18--2020-12-25,Thank God It's Christmas - Non-Album Single,"10,509,961",Queen, , , , , , 
656,74,3,2020-12-18--2020-12-25,Christmas Lights,"10,455,065",Coldplay,31161671,"['permanent wave', 'pop']",2016-12-16,53,268521,G
657,83,3,2020-12-18--2020-12-25,Have Yourself A Merry Little Christmas,"9,548,924",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2014-12-05,46,170964,F
658,85,1,2020-12-18--2020-12-25,Santa's Coming for Us,"9,474,711",Sia,20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",2018-11-01,49,205267,C#/Db
659,86,2,2020-12-18--2020-12-25,My Only Wish (This Year),"9,457,199",Britney Spears,9470311,"['dance pop', 'pop', 'post-teen pop']",2000-11-14,43,255400,C
660,89,3,2020-12-18--2020-12-25,"Baby, It's Cold Outside (feat. Meghan Trainor)","9,270,017",Brett Eldredge,1298537,"['contemporary country', 'country', 'country road', 'modern country rock']",2016-10-28,44,173560,C#/Db
661,92,2,2020-12-18--2020-12-25,Like It's Christmas,"9,167,304",Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2019-11-08,47,200880,C#/Db
662,102,1,2020-12-18--2020-12-25,Christmas Without You,"8,813,922",Ava Max,3916979,"['dance pop', 'pop']",2020-10-15,45,169245,C#/Db
663,104,1,2020-12-18--2020-12-25,You Make It Feel Like Christmas (feat. Blake Shelton),"8,696,354",Gwen Stefani,4805333,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",2017-10-06,44,156773,D
664,107,1,2020-12-18--2020-12-25,Gnat,"8,614,955",Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",2020-12-18,70,224656,A#/Bb
665,111,1,2020-12-18--2020-12-25,Joy To The World,"8,387,899",Nat King Cole,1251372,[],2021-08-06,0,86760,A#/Bb
666,117,1,2020-12-18--2020-12-25,Santa Claus Is Coming to Town,"8,177,832",Michael Bublé,4702232,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2012-11-09,44,171093,A#/Bb
667,119,1,2020-12-18--2020-12-25,Baby It's Cold Outside (duet with Michael Bublé),"8,160,534",Idina Menzel,353571,"['hollywood', 'show tunes']",2014-10-10,47,166147,C
668,22,2,2020-12-11--2020-12-18,‘tis the damn season,"8,115,520",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,66,229840,F
669,123,1,2020-12-18--2020-12-25,I Saw Mommy Kissing Santa Claus,"8,064,361",The Jackson 5,1151360,"['motown', 'soul']",1970-10-15,44,181267,D#/Eb
670,126,1,2020-12-18--2020-12-25,Santa Baby (with Henri René & His Orchestra),"8,022,773","Eartha Kitt, Henri Rene & His Orchestra",127251,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",2002,41,206067,G#/Ab
671,127,1,2020-12-18--2020-12-25,Carol of the Bells,"7,993,078","Mykola Dmytrovych Leontovych, John Williams",1024868,['soundtrack'],1990,51,85267,G#/Ab
672,19,2,2020-12-11--2020-12-18,gold rush,"7,901,968",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,70,185320,A
673,133,1,2020-12-18--2020-12-25,What Christmas Means To Me,"7,792,643",Stevie Wonder,1251372,[],2021-08-06,0,148147,F
674,140,1,2020-12-18--2020-12-25,The Christmas Song (Shawn Mendes & Camila Cabello),"7,536,851",Shawn Mendes,33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",2020-12-07,42,196254,D
675,144,1,2020-12-18--2020-12-25,"Baby, It's Cold Outside","7,367,482",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1959-01-01,44,143733,C
676,145,1,2020-12-18--2020-12-25,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","7,363,913",Bruce Springsteen,4224071,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",1981,44,267600,C
677,147,1,2020-12-18--2020-12-25,One More Sleep,"7,350,024",Leona Lewis,2877234,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",2013-12-02,42,239587,B
678,149,1,2020-12-18--2020-12-25,Little Saint Nick - 1991 Remix,"7,301,381",The Beach Boys,1251372,[],2021-08-06,0,118840,B
679,150,1,2020-12-18--2020-12-25,Naughty List (with Dixie),"7,299,201",Liam Payne,8037861,"['dance pop', 'pop', 'post-teen pop']",2020-10-30,51,154747,A
680,152,1,2020-12-18--2020-12-25,I'll Be Home,"7,281,773",Meghan Trainor,10606572,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",2015-01-09,45,219653,D
681,156,1,2020-12-18--2020-12-25,Rudolph The Red-Nosed Reindeer,"7,227,612",Dean Martin,1139096,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1959-01-01,41,135760,G
682,157,1,2020-12-18--2020-12-25,Mistletoe And Holly - Remastered 1999,"7,225,080",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",1957-09,38,136427,A
683,159,1,2020-12-18--2020-12-25,Jingle Bells - Remastered 1999,"7,182,262",Frank Sinatra,4953667,"['adult standards', 'easy listening', 'lounge']",1957-09,36,120693,G#/Ab
684,160,1,2020-12-18--2020-12-25,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"7,170,169",Mariah Carey,6931357,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2020-12-04,47,200467,C#/Db
685,161,1,2020-12-18--2020-12-25,Do You Hear What I Hear? - Remastered 2006,"7,149,158",Bing Crosby,359973,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2006-01-01,44,165667,A#/Bb
686,167,1,2020-12-18--2020-12-25,Hallelujah,"6,985,392",Pentatonix,3083825,['a cappella'],2017-12-06,60,268960,G
687,175,1,2020-12-18--2020-12-25,This Christmas,"6,809,438",Donny Hathaway,424935,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",1990-04-03,42,231173,F
688,180,1,2020-12-18--2020-12-25,Winter Wonderland,"6,680,928",Tony Bennett,659472,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2014-12-09,29,149307,C#/Db
689,181,1,2020-12-18--2020-12-25,Christmas Tree Farm,"6,657,404",Taylor Swift,42227614,"['pop', 'post-teen pop']",2019-12-06,52,228027,G
690,182,1,2020-12-18--2020-12-25,Cozy Little Christmas,"6,652,130",Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",2018-11-15,41,182521,G
691,184,1,2020-12-18--2020-12-25,"Merry Christmas, Happy Holidays","6,635,128",*NSYNC,1564750,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1998-10-30,41,255307,F
692,24,2,2020-12-11--2020-12-18,tolerate it,"6,635,109",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,67,245440,A
693,192,1,2020-12-18--2020-12-25,Please Come Home for Christmas - 2013 Remaster,"6,400,108",Eagles,6896776,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1994,44,177440,A
694,197,1,2020-12-18--2020-12-25,My Kind Of Present,"6,278,993",Meghan Trainor,10606572,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",2020-10-30,41,161013,C#/Db
695,28,1,2020-12-11--2020-12-18,happiness,"16,213,589",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,65,315147,B
696,34,1,2020-12-11--2020-12-18,ivy,"14,519,547",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,66,260440,D
697,38,1,2020-12-11--2020-12-18,dorothea,"14,392,788",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,64,225880,E
698,39,1,2020-12-11--2020-12-18,coney island (feat. The National),"14,385,703",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,64,275320,G#/Ab
699,43,1,2020-12-11--2020-12-18,evermore (feat. Bon Iver),"13,810,722",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,66,304107,C#/Db
